spelling,count,looks_polish,locations
admonitionibus,1,False,0064.JPG.parsed.txt:29
admortuam,1,False,0067.JPG.parsed.txt:16
adstitit,1,False,0053.JPG.parsed.txt:19
adstrictus,2,False,0049.JPG.parsed.txt:15; 0050.JPG.parsed.txt:7
aduenerit,1,False,0006.JPG.parsed.txt:26
aduenti,1,False,0064.JPG.parsed.txt:36
adversus,1,False,0049.JPG.parsed.txt:26
aedificia,1,False,0060.JPG.parsed.txt:25
aedificiis,1,False,0060.JPG.parsed.txt:31
aegre,1,False,0059.JPG.parsed.txt:15
aetatis,2,False,0054.JPG.parsed.txt:29; 0064.JPG.parsed.txt:21
affectante,1,False,0059.JPG.parsed.txt:38
afferret,1,False,0061.JPG.parsed.txt:15
affinem,1,False,0060.JPG.parsed.txt:3
affirmat,2,False,0007.JPG.parsed.txt:9; 0063.JPG.parsed.txt:4
afuique,1,False,0060.JPG.parsed.txt:28
agent,1,False,0063.JPG.parsed.txt:33
agnoscat,2,False,0054.JPG.parsed.txt:5; 0057.JPG.parsed.txt:24
agnouerunt,1,False,0063.JPG.parsed.txt:8
alienae,1,False,0051.JPG.parsed.txt:8
alienandi,1,False,0055.JPG.parsed.txt:14
alioquin,1,False,0052.JPG.parsed.txt:17
aliquem,1,False,0060.JPG.parsed.txt:35
aliquo,1,False,0051.JPG.parsed.txt:26
aliquot,2,False,0060.JPG.parsed.txt:8; 0064.JPG.parsed.txt:28
aliter,2,False,0063.JPG.parsed.txt:5; 0068.JPG.parsed.txt:23
allegan,1,False,0054.JPG.parsed.txt:6
allegat,1,False,0007.JPG.parsed.txt:7
allegauit,1,False,0061.JPG.parsed.txt:3
alteruter,1,False,0068.JPG.parsed.txt:16
alterutrig,1,False,0060.JPG.parsed.txt:16
amicis,1,False,0064.JPG.parsed.txt:29
amittet,1,False,0049.JPG.parsed.txt:14
ampliavit,1,False,0060.JPG.parsed.txt:6
angusta,1,False,0052.JPG.parsed.txt:6
animadverteret,2,False,0005.JPG.parsed.txt:16; 0059.JPG.parsed.txt:39
annichilauit,1,False,0068.JPG.parsed.txt:1
antecessori,1,False,0053.JPG.parsed.txt:5
antiqui,1,False,0052.JPG.parsed.txt:27
appellationibus,1,False,0049.JPG.parsed.txt:29
approbans,1,False,0053.JPG.parsed.txt:25
approbante,2,False,0061.JPG.parsed.txt:38; 0068.JPG.parsed.txt:22
approbatu,1,False,0061.JPG.parsed.txt:36
approbauimus,1,False,0006.JPG.parsed.txt:23
arresti,1,False,0007.JPG.parsed.txt:2
assecurauerat,1,False,0053.JPG.parsed.txt:11
assecuravit,1,False,0049.JPG.parsed.txt:17
assecutus,1,False,0054.JPG.parsed.txt:30
assertionem,1,False,0050.JPG.parsed.txt:7
assignauimus,1,False,0051.JPG.parsed.txt:27
assignaverunt,1,False,0060.JPG.parsed.txt:28
assistens,1,False,0006.JPG.parsed.txt:29
astantes,1,False,0059.JPG.parsed.txt:10
attento,1,False,0054.JPG.parsed.txt:4
attestata,1,False,0067.JPG.parsed.txt:10
attestatus,1,False,0062.JPG.parsed.txt:32
audiendam,1,False,0059.JPG.parsed.txt:10
audientibus,1,False,0059.JPG.parsed.txt:39
audire,1,False,0068.JPG.parsed.txt:19
augicievit,1,False,0060.JPG.parsed.txt:42
autentice,2,False,0054.JPG.parsed.txt:37; 0059.JPG.parsed.txt:20
authenticam,1,False,0065.JPG.parsed.txt:4
authenticis,1,False,0059.JPG.parsed.txt:32
authoritate,1,False,0006.JPG.parsed.txt:19
autoritate,1,False,0057.JPG.parsed.txt:22
auunculo,1,False,0054.JPG.parsed.txt:35
baczac,1,True,0005.JPG.parsed.txt:26
bacznoscia,1,True,0005.JPG.parsed.txt:27
baptistam,1,False,0060.JPG.parsed.txt:13
bareci,1,False,0052.JPG.parsed.txt:2
bedac,1,False,0005.JPG.parsed.txt:27
beneficium,1,False,0049.JPG.parsed.txt:14
beneplacito,1,False,0051.JPG.parsed.txt:3
beneplacitos,2,False,0055.JPG.parsed.txt:15; 0058.JPG.parsed.txt:22
beneuolentia,1,False,0062.JPG.parsed.txt:5
bitatumque,1,False,0055.JPG.parsed.txt:29
brosio,1,False,0007.JPG.parsed.txt:31
browski,1,False,0058.JPG.parsed.txt:8
burmistrzostwo,1,True,0064.JPG.parsed.txt:3
bytnośći,1,True,0065.JPG.parsed.txt:22
będą,2,True,0006.JPG.parsed.txt:4; 0006.JPG.parsed.txt:8
caeteros,1,False,0067.JPG.parsed.txt:14
capitali,1,False,0053.JPG.parsed.txt:15
capitulatim,1,False,0068.JPG.parsed.txt:19
captando,1,False,0064.JPG.parsed.txt:30
cassant,1,False,0007.JPG.parsed.txt:33
cassował,1,True,0066.JPG.parsed.txt:35
caturum,1,False,0060.JPG.parsed.txt:41
cauit,1,False,0062.JPG.parsed.txt:25
causa,2,False,0053.JPG.parsed.txt:38; 0056.JPG.parsed.txt:7
causam,2,False,0051.JPG.parsed.txt:27; 0058.JPG.parsed.txt:8
causas,1,False,0061.JPG.parsed.txt:14
celebrabitur,1,False,0063.JPG.parsed.txt:16
celebrandi,1,False,0055.JPG.parsed.txt:31
celebrando,1,False,0058.JPG.parsed.txt:30
cellaria,1,False,0066.JPG.parsed.txt:21
censibus,1,False,0053.JPG.parsed.txt:30
certitudinis,2,False,0049.JPG.parsed.txt:16; 0056.JPG.parsed.txt:19
certowicz,1,True,0006.JPG.parsed.txt:26
cessionariam,1,False,0055.JPG.parsed.txt:18
cessisse,1,False,0058.JPG.parsed.txt:10
chaelis,1,False,0007.JPG.parsed.txt:30
chce,1,False,0066.JPG.parsed.txt:9
chciał,1,True,0064.JPG.parsed.txt:10
chior,1,False,0060.JPG.parsed.txt:40
chioris,2,False,0059.JPG.parsed.txt:5; 0059.JPG.parsed.txt:27
chlewem,1,False,0069.JPG.parsed.txt:24
chodze,1,True,0069.JPG.parsed.txt:21
chodzeniem,1,True,0069.JPG.parsed.txt:9
chować,1,True,0006.JPG.parsed.txt:6
chyrogra,1,False,0054.JPG.parsed.txt:2
chyrographo,1,False,0054.JPG.parsed.txt:5
ciauit,1,False,0057.JPG.parsed.txt:18
ciolom,1,False,0005.JPG.parsed.txt:34
circulo,2,False,0056.JPG.parsed.txt:35; 0058.JPG.parsed.txt:13
ciszkański,1,True,0064.JPG.parsed.txt:7
citationesque,1,False,0064.JPG.parsed.txt:24
citationibus,2,False,0064.JPG.parsed.txt:28; 0068.JPG.parsed.txt:14
citroque,1,False,0068.JPG.parsed.txt:24
clementer,1,False,0061.JPG.parsed.txt:12
clesiae,1,False,0063.JPG.parsed.txt:31
comminationibus,1,False,0064.JPG.parsed.txt:26
commune,2,False,0069.JPG.parsed.txt:36; 0069.JPG.parsed.txt:36
commutandi,1,False,0055.JPG.parsed.txt:14
competebat,1,False,0057.JPG.parsed.txt:5
compositioni,1,False,0068.JPG.parsed.txt:24
comprobandum,1,False,0050.JPG.parsed.txt:12
comprobarunt,1,False,0066.JPG.parsed.txt:38
comprobauit,1,False,0067.JPG.parsed.txt:18
computando,1,False,0049.JPG.parsed.txt:2
concedi,1,False,0053.JPG.parsed.txt:15
concernentes,1,False,0062.JPG.parsed.txt:14
concessam,1,False,0061.JPG.parsed.txt:32
concessit,1,False,0057.JPG.parsed.txt:21
conclusum,1,False,0063.JPG.parsed.txt:20
conde,1,False,0058.JPG.parsed.txt:23
condescendere,1,False,0058.JPG.parsed.txt:11
condescendisse,1,False,0058.JPG.parsed.txt:10
condescendit,2,False,0055.JPG.parsed.txt:12; 0055.JPG.parsed.txt:15
condescensam,1,False,0055.JPG.parsed.txt:21
condescensario,1,False,0058.JPG.parsed.txt:17
condescensionem,1,False,0055.JPG.parsed.txt:27
condi,1,False,0056.JPG.parsed.txt:17
conditione,1,False,0049.JPG.parsed.txt:12
conditionem,1,False,0006.JPG.parsed.txt:20
conditiones,2,False,0006.JPG.parsed.txt:30; 0049.JPG.parsed.txt:27
conferri,1,False,0051.JPG.parsed.txt:11
confirmationi,1,False,0062.JPG.parsed.txt:26
confirmatum,1,False,0006.JPG.parsed.txt:32
confirmaturum,2,False,0060.JPG.parsed.txt:14; 0060.JPG.parsed.txt:40
confirmauimus,1,False,0006.JPG.parsed.txt:22
coniunx,1,False,0051.JPG.parsed.txt:19
conrado,1,False,0061.JPG.parsed.txt:27
conscientia,2,False,0062.JPG.parsed.txt:24; 0067.JPG.parsed.txt:17
conscientias,1,False,0063.JPG.parsed.txt:6
consenserunt,1,False,0068.JPG.parsed.txt:22
consensit,1,False,0006.JPG.parsed.txt:33
consensu,1,False,0061.JPG.parsed.txt:32
consensum,1,False,0062.JPG.parsed.txt:38
consensus,1,False,0060.JPG.parsed.txt:39
consentiendum,1,False,0050.JPG.parsed.txt:11
consentiente,1,False,0059.JPG.parsed.txt:37
consentientibus,1,False,0062.JPG.parsed.txt:4
consentientis,1,False,0059.JPG.parsed.txt:17
consentit,1,False,0060.JPG.parsed.txt:13
conservaturum,1,False,0049.JPG.parsed.txt:35
considerantes,1,False,0065.JPG.parsed.txt:17
consilio,1,False,0062.JPG.parsed.txt:37
consisten,1,False,0063.JPG.parsed.txt:31
consistentem,1,False,0069.JPG.parsed.txt:1
consistentium,1,False,0062.JPG.parsed.txt:11
consorte,1,False,0059.JPG.parsed.txt:36
constare,1,False,0067.JPG.parsed.txt:10
constat,1,False,0068.JPG.parsed.txt:9
constituerit,1,False,0055.JPG.parsed.txt:34
constituerunt,1,False,0063.JPG.parsed.txt:15
constituit,1,False,0058.JPG.parsed.txt:27
constituti,1,False,0057.JPG.parsed.txt:39
consumpsit,1,False,0063.JPG.parsed.txt:3
contagione,1,False,0005.JPG.parsed.txt:15
contenta,2,False,0050.JPG.parsed.txt:12; 0052.JPG.parsed.txt:13
contentam,2,False,0007.JPG.parsed.txt:29; 0053.JPG.parsed.txt:10
continentem,1,False,0065.JPG.parsed.txt:14
contingerit,1,False,0060.JPG.parsed.txt:36
contradictionem,1,False,0061.JPG.parsed.txt:16
contradixit,1,False,0052.JPG.parsed.txt:20
controversiam,1,False,0054.JPG.parsed.txt:6
controversijs,1,False,0054.JPG.parsed.txt:3
contulerunt,1,False,0052.JPG.parsed.txt:12
conue,1,False,0068.JPG.parsed.txt:12
conuenerit,1,False,0061.JPG.parsed.txt:6
conuenerunt,1,False,0068.JPG.parsed.txt:13
conuertendum,1,False,0058.JPG.parsed.txt:22
conventus,1,False,0049.JPG.parsed.txt:29
convertendi,1,False,0055.JPG.parsed.txt:15
convertere,1,False,0051.JPG.parsed.txt:3
corinthi,1,False,0066.JPG.parsed.txt:36
corporali,1,False,0066.JPG.parsed.txt:38
corpore,2,False,0056.JPG.parsed.txt:33; 0059.JPG.parsed.txt:30
correctum,1,False,0066.JPG.parsed.txt:19
correpta,1,False,0060.JPG.parsed.txt:9
corroborat,1,False,0063.JPG.parsed.txt:4
corroborauit,1,False,0056.JPG.parsed.txt:21
cuicunque,1,False,0051.JPG.parsed.txt:2
cuiusvis,1,False,0049.JPG.parsed.txt:36
curabimus,1,False,0006.JPG.parsed.txt:27
curandum,1,False,0065.JPG.parsed.txt:11
curauit,1,False,0062.JPG.parsed.txt:26
curiosam,1,False,0063.JPG.parsed.txt:3
currenti,2,False,0049.JPG.parsed.txt:9; 0056.JPG.parsed.txt:15
cursum,1,False,0062.JPG.parsed.txt:35
cyrograf,1,False,0066.JPG.parsed.txt:35
cyrografu,2,False,0066.JPG.parsed.txt:5; 0066.JPG.parsed.txt:34
cyrographu,1,False,0065.JPG.parsed.txt:28
cyrographum,1,False,0065.JPG.parsed.txt:9
czesciom,1,True,0069.JPG.parsed.txt:37
cziani,1,True,0059.JPG.parsed.txt:9
czony,1,True,0006.JPG.parsed.txt:14
czyni,1,True,0066.JPG.parsed.txt:6
czynie,1,True,0006.JPG.parsed.txt:10
darium,1,False,0053.JPG.parsed.txt:17
darować,1,True,0066.JPG.parsed.txt:9
daruie,1,False,0005.JPG.parsed.txt:32
debebunt,2,False,0068.JPG.parsed.txt:17; 0068.JPG.parsed.txt:19
decedere,1,False,0060.JPG.parsed.txt:36
decessum,1,False,0060.JPG.parsed.txt:21
declarauit,1,False,0051.JPG.parsed.txt:20
dederunt,1,False,0052.JPG.parsed.txt:11
dedigna,1,False,0067.JPG.parsed.txt:18
deerat,1,False,0006.JPG.parsed.txt:21
defalcan,1,False,0060.JPG.parsed.txt:34
defalcando,2,False,0051.JPG.parsed.txt:12; 0056.JPG.parsed.txt:27
defectu,2,False,0053.JPG.parsed.txt:13; 0060.JPG.parsed.txt:22
defendere,1,False,0049.JPG.parsed.txt:26
defenso,1,False,0049.JPG.parsed.txt:38
defensurus,1,False,0055.JPG.parsed.txt:22
defuit,1,False,0060.JPG.parsed.txt:8
degentis,1,False,0067.JPG.parsed.txt:28
deiecerit,1,False,0061.JPG.parsed.txt:12
deinde,2,False,0005.JPG.parsed.txt:19; 0007.JPG.parsed.txt:14
deliberatione,2,False,0059.JPG.parsed.txt:32; 0062.JPG.parsed.txt:4
demque,1,False,0059.JPG.parsed.txt:29
denunciamus,1,False,0006.JPG.parsed.txt:23
denunciationem,1,False,0052.JPG.parsed.txt:28
deputati,1,False,0068.JPG.parsed.txt:35
descendentem,1,False,0052.JPG.parsed.txt:2
descenderunt,1,False,0068.JPG.parsed.txt:36
descriptas,1,False,0006.JPG.parsed.txt:30
deseruit,2,False,0060.JPG.parsed.txt:10; 0060.JPG.parsed.txt:10
destinatus,1,False,0063.JPG.parsed.txt:12
determi,1,False,0053.JPG.parsed.txt:13
detrectauit,1,False,0051.JPG.parsed.txt:29
deuolutam,1,False,0058.JPG.parsed.txt:15
devolvetur,1,False,0060.JPG.parsed.txt:38
dictorum,1,False,0062.JPG.parsed.txt:29
digitorum,1,False,0066.JPG.parsed.txt:37
dilatam,1,False,0049.JPG.parsed.txt:31
dilatavit,1,False,0060.JPG.parsed.txt:7
diligenter,1,False,0054.JPG.parsed.txt:3
disertis,1,False,0059.JPG.parsed.txt:17
dispendio,1,False,0064.JPG.parsed.txt:32
dispositionem,1,False,0062.JPG.parsed.txt:39
ditor,1,False,0049.JPG.parsed.txt:34
ditori,1,False,0049.JPG.parsed.txt:23
diuexet,1,False,0064.JPG.parsed.txt:36
diuidi,1,False,0063.JPG.parsed.txt:14
diuturno,1,False,0060.JPG.parsed.txt:8
diviserunt,1,False,0069.JPG.parsed.txt:2
divisim,1,False,0049.JPG.parsed.txt:6
dobrach,1,False,0006.JPG.parsed.txt:8
dobrowolnie,1,False,0005.JPG.parsed.txt:28
domagał,1,True,0066.JPG.parsed.txt:33
domicilio,1,False,0050.JPG.parsed.txt:32
donandi,1,False,0055.JPG.parsed.txt:14
donauit,1,False,0062.JPG.parsed.txt:15
donavit,2,False,0055.JPG.parsed.txt:3; 0060.JPG.parsed.txt:19
donec,2,False,0051.JPG.parsed.txt:4; 0056.JPG.parsed.txt:25
dopuscic,1,False,0005.JPG.parsed.txt:30
dożywocie,1,True,0006.JPG.parsed.txt:4
dożywociu,1,True,0006.JPG.parsed.txt:5
drugie,2,False,0069.JPG.parsed.txt:5; 0069.JPG.parsed.txt:24
drugiego,1,False,0069.JPG.parsed.txt:8
drugiey,1,False,0069.JPG.parsed.txt:27
drzewisko,1,True,0069.JPG.parsed.txt:25
drzwi,1,True,0069.JPG.parsed.txt:20
dtorczonego,1,True,0066.JPG.parsed.txt:33
ducatos,1,False,0065.JPG.parsed.txt:10
ducen,1,False,0049.JPG.parsed.txt:9
duodecim,1,False,0007.JPG.parsed.txt:5
dwiema,1,False,0069.JPG.parsed.txt:36
dwoie,2,False,0069.JPG.parsed.txt:4; 0069.JPG.parsed.txt:23
dzenia,1,True,0006.JPG.parsed.txt:10
eademque,1,False,0057.JPG.parsed.txt:28
effectum,1,False,0053.JPG.parsed.txt:25
egressu,1,False,0069.JPG.parsed.txt:27
emanatam,1,False,0054.JPG.parsed.txt:37
emanati,1,False,0059.JPG.parsed.txt:20
ensis,1,False,0066.JPG.parsed.txt:22
erectis,1,False,0056.JPG.parsed.txt:8
essentiali,1,False,0060.JPG.parsed.txt:34
evenerit,2,False,0051.JPG.parsed.txt:12; 0056.JPG.parsed.txt:26
eveniret,1,False,0049.JPG.parsed.txt:25
evictores,1,False,0049.JPG.parsed.txt:38
evidenter,1,False,0055.JPG.parsed.txt:22
evidentiusque,1,False,0060.JPG.parsed.txt:43
examinari,1,False,0066.JPG.parsed.txt:27
examinatis,1,False,0054.JPG.parsed.txt:4
exaudierunt,1,False,0005.JPG.parsed.txt:22
exaudirent,1,False,0005.JPG.parsed.txt:19
exceptionem,1,False,0064.JPG.parsed.txt:34
exceptionibus,1,False,0049.JPG.parsed.txt:28
exceptionis,2,False,0068.JPG.parsed.txt:11; 0068.JPG.parsed.txt:17
excipiendo,2,False,0055.JPG.parsed.txt:12; 0057.JPG.parsed.txt:11
exerceri,1,False,0061.JPG.parsed.txt:10
exhibet,1,False,0064.JPG.parsed.txt:26
existens,1,False,0064.JPG.parsed.txt:2
existimavit,1,False,0059.JPG.parsed.txt:38
exoneret,1,False,0007.JPG.parsed.txt:15
expectent,1,False,0068.JPG.parsed.txt:14
expectet,1,False,0064.JPG.parsed.txt:37
expediendum,1,False,0061.JPG.parsed.txt:31
expetere,1,False,0068.JPG.parsed.txt:21
exposcentes,1,False,0053.JPG.parsed.txt:3
exposcere,1,False,0061.JPG.parsed.txt:4
expre,1,False,0059.JPG.parsed.txt:17
expugnatione,1,False,0049.JPG.parsed.txt:20
extant,1,False,0060.JPG.parsed.txt:36
extatit,1,False,0060.JPG.parsed.txt:23
facienda,1,False,0055.JPG.parsed.txt:26
facilius,1,False,0062.JPG.parsed.txt:21
facultatem,2,False,0061.JPG.parsed.txt:32; 0062.JPG.parsed.txt:38
facultates,1,False,0060.JPG.parsed.txt:5
familiaris,1,False,0064.JPG.parsed.txt:32
famulitii,1,False,0060.JPG.parsed.txt:12
fassus,1,False,0053.JPG.parsed.txt:34
favore,1,False,0057.JPG.parsed.txt:7
fecerunt,1,False,0005.JPG.parsed.txt:14
fensi,1,False,0053.JPG.parsed.txt:28
ffurtki,1,False,0069.JPG.parsed.txt:22
fideliter,1,False,0060.JPG.parsed.txt:6
filiarum,1,False,0052.JPG.parsed.txt:35
filii,1,False,0051.JPG.parsed.txt:22
filium,2,False,0064.JPG.parsed.txt:20; 0064.JPG.parsed.txt:33
firmissimis,1,False,0055.JPG.parsed.txt:17
firmiter,1,False,0062.JPG.parsed.txt:27
firmiterque,1,False,0067.JPG.parsed.txt:10
firmo,2,False,0055.JPG.parsed.txt:32; 0058.JPG.parsed.txt:30
formauit,1,False,0056.JPG.parsed.txt:21
fratreque,1,False,0062.JPG.parsed.txt:18
fruendam,1,False,0063.JPG.parsed.txt:2
fugitivus,1,False,0054.JPG.parsed.txt:7
fundere,1,False,0058.JPG.parsed.txt:11
futuro,2,False,0049.JPG.parsed.txt:9; 0056.JPG.parsed.txt:17
futurum,1,False,0068.JPG.parsed.txt:23
ganku,2,False,0069.JPG.parsed.txt:5; 0069.JPG.parsed.txt:20
gdyby,1,False,0065.JPG.parsed.txt:29
gdzieby,1,True,0005.JPG.parsed.txt:29
generosus,1,False,0062.JPG.parsed.txt:24
generum,1,False,0056.JPG.parsed.txt:4
gentesimo,1,False,0005.JPG.parsed.txt:4
gentis,1,False,0065.JPG.parsed.txt:13
gentorum,1,False,0060.JPG.parsed.txt:16
germano,1,False,0052.JPG.parsed.txt:32
gistratus,1,False,0057.JPG.parsed.txt:2
gmyszczkowi,1,True,0069.JPG.parsed.txt:25
gnoscens,1,False,0058.JPG.parsed.txt:17
gradibus,1,False,0057.JPG.parsed.txt:10
gradus,1,False,0050.JPG.parsed.txt:32
grandaeva,1,False,0067.JPG.parsed.txt:18
gratiamque,1,False,0063.JPG.parsed.txt:18
gratoque,1,False,0055.JPG.parsed.txt:32
gressus,1,False,0061.JPG.parsed.txt:40
grossis,1,False,0049.JPG.parsed.txt:1
grossorum,1,False,0054.JPG.parsed.txt:12
habendis,2,False,0050.JPG.parsed.txt:9; 0055.JPG.parsed.txt:17
habendum,2,False,0055.JPG.parsed.txt:13; 0058.JPG.parsed.txt:21
habentibus,1,False,0059.JPG.parsed.txt:29
habentium,1,False,0055.JPG.parsed.txt:21
habitationes,1,False,0060.JPG.parsed.txt:25
habitationibus,1,False,0060.JPG.parsed.txt:32
habitis,1,False,0050.JPG.parsed.txt:8
habitura,1,False,0056.JPG.parsed.txt:19
haec,2,False,0062.JPG.parsed.txt:19; 0062.JPG.parsed.txt:20
haereditarium,1,False,0062.JPG.parsed.txt:8
haritaten,1,False,0062.JPG.parsed.txt:33
haurispere,1,False,0060.JPG.parsed.txt:32
hereditarie,1,False,0058.JPG.parsed.txt:11
hereditarium,1,False,0054.JPG.parsed.txt:31
heres,1,False,0063.JPG.parsed.txt:10
hodierno,1,False,0056.JPG.parsed.txt:22
hypotheca,1,False,0049.JPG.parsed.txt:17
iacent,1,False,0060.JPG.parsed.txt:28
iacturaque,1,False,0064.JPG.parsed.txt:32
ibidemque,2,False,0052.JPG.parsed.txt:8; 0069.JPG.parsed.txt:1
idenque,1,False,0061.JPG.parsed.txt:28
illaesam,1,False,0065.JPG.parsed.txt:17
illamque,1,False,0062.JPG.parsed.txt:27
imminendo,1,False,0060.JPG.parsed.txt:34
immobilium,2,False,0062.JPG.parsed.txt:10; 0063.JPG.parsed.txt:12
impensis,2,False,0050.JPG.parsed.txt:2; 0055.JPG.parsed.txt:24
incorporasset,1,False,0063.JPG.parsed.txt:1
incurrerit,1,False,0050.JPG.parsed.txt:5
indemnitati,1,False,0064.JPG.parsed.txt:38
indiuisas,2,False,0062.JPG.parsed.txt:14; 0062.JPG.parsed.txt:15
infectus,1,False,0005.JPG.parsed.txt:16
infirma,1,False,0059.JPG.parsed.txt:31
infrascripta,1,False,0059.JPG.parsed.txt:37
infrascriptam,1,False,0059.JPG.parsed.txt:16
infrascriptis,2,False,0049.JPG.parsed.txt:6; 0056.JPG.parsed.txt:13
ingressu,1,False,0069.JPG.parsed.txt:27
inhabitator,1,False,0057.JPG.parsed.txt:23
inquietet,1,False,0064.JPG.parsed.txt:36
inscribens,1,False,0058.JPG.parsed.txt:25
inscribi,1,False,0063.JPG.parsed.txt:8
inscripta,1,False,0057.JPG.parsed.txt:14
insertam,1,False,0055.JPG.parsed.txt:2
inseruierit,1,False,0060.JPG.parsed.txt:6
insinuarunt,1,False,0053.JPG.parsed.txt:3
insinuauit,1,False,0053.JPG.parsed.txt:4
institutione,1,False,0062.JPG.parsed.txt:37
instructoris,1,False,0062.JPG.parsed.txt:36
intercedit,1,False,0051.JPG.parsed.txt:24
interessentis,1,False,0055.JPG.parsed.txt:22
ipsomet,1,False,0049.JPG.parsed.txt:21
ipsorum,1,False,0053.JPG.parsed.txt:5
irrevocabili,1,False,0055.JPG.parsed.txt:3
isdebce,1,False,0060.JPG.parsed.txt:30
iuramen,1,False,0064.JPG.parsed.txt:12
iuramento,1,False,0066.JPG.parsed.txt:38
iustificare,1,False,0064.JPG.parsed.txt:27
iustificet,1,False,0007.JPG.parsed.txt:14
iustitia,1,False,0063.JPG.parsed.txt:7
izdebką,1,True,0069.JPG.parsed.txt:11
jowiensi,1,False,0054.JPG.parsed.txt:35
kamienicy,1,False,0006.JPG.parsed.txt:3
kazała,1,True,0064.JPG.parsed.txt:8
kierszcie,2,True,0066.JPG.parsed.txt:8; 0066.JPG.parsed.txt:11
kiersztą,1,True,0066.JPG.parsed.txt:2
kiez,1,False,0069.JPG.parsed.txt:25
klasztor,1,True,0064.JPG.parsed.txt:6
komorą,2,True,0069.JPG.parsed.txt:12; 0069.JPG.parsed.txt:13
kowic,1,False,0056.JPG.parsed.txt:10
kościele,2,True,0064.JPG.parsed.txt:7; 0064.JPG.parsed.txt:9
kościołow,1,True,0006.JPG.parsed.txt:9
krewnym,1,False,0005.JPG.parsed.txt:34
któremu,1,True,0066.JPG.parsed.txt:7
kuszni,1,True,0069.JPG.parsed.txt:6
kusznia,1,True,0069.JPG.parsed.txt:38
kwiętuią,1,True,0065.JPG.parsed.txt:31
lamario,1,False,0052.JPG.parsed.txt:2
languidam,1,False,0059.JPG.parsed.txt:15
lassowski,1,False,0062.JPG.parsed.txt:7
lationibus,1,False,0049.JPG.parsed.txt:28
legauit,1,False,0006.JPG.parsed.txt:26
legavit,1,False,0060.JPG.parsed.txt:19
legitimandi,2,False,0068.JPG.parsed.txt:12; 0068.JPG.parsed.txt:15
lepszey,1,True,0066.JPG.parsed.txt:13
lerandis,1,False,0056.JPG.parsed.txt:25
liberamque,1,False,0055.JPG.parsed.txt:9
liberauit,1,False,0058.JPG.parsed.txt:2
libereque,1,False,0058.JPG.parsed.txt:2
liberorum,1,False,0068.JPG.parsed.txt:33
liberumque,2,False,0053.JPG.parsed.txt:32; 0067.JPG.parsed.txt:34
licentia,1,False,0062.JPG.parsed.txt:29
licitum,1,False,0068.JPG.parsed.txt:20
lienses,2,False,0066.JPG.parsed.txt:24; 0066.JPG.parsed.txt:25
liquidique,2,False,0050.JPG.parsed.txt:19; 0056.JPG.parsed.txt:6
literas,1,False,0061.JPG.parsed.txt:32
litibus,1,False,0064.JPG.parsed.txt:36
longe,1,False,0061.JPG.parsed.txt:10
longo,1,False,0060.JPG.parsed.txt:8
luminne,1,False,0069.JPG.parsed.txt:26
lutumque,1,False,0049.JPG.parsed.txt:15
magis,2,False,0062.JPG.parsed.txt:27; 0062.JPG.parsed.txt:27
maiersovi,1,False,0054.JPG.parsed.txt:10
maiątku,1,True,0064.JPG.parsed.txt:8
maiętność,1,True,0064.JPG.parsed.txt:6
mandatarium,1,False,0055.JPG.parsed.txt:29
mandatum,1,False,0067.JPG.parsed.txt:11
mandavimus,1,False,0065.JPG.parsed.txt:18
manenari,1,False,0060.JPG.parsed.txt:22
manu,2,False,0006.JPG.parsed.txt:17; 0006.JPG.parsed.txt:18
manus,2,False,0051.JPG.parsed.txt:9; 0052.JPG.parsed.txt:16
mataream,1,False,0057.JPG.parsed.txt:39
matri,1,False,0067.JPG.parsed.txt:16
matrimonio,1,False,0067.JPG.parsed.txt:13
matris,1,False,0068.JPG.parsed.txt:34
matrona,1,False,0067.JPG.parsed.txt:17
mediante,1,False,0061.JPG.parsed.txt:17
medietatem,1,False,0058.JPG.parsed.txt:12
medietates,1,False,0058.JPG.parsed.txt:12
medietatis,2,False,0058.JPG.parsed.txt:22; 0058.JPG.parsed.txt:27
mediocri,1,False,0064.JPG.parsed.txt:32
meliori,1,False,0065.JPG.parsed.txt:14
memoratorum,1,False,0060.JPG.parsed.txt:35
mensis,1,False,0054.JPG.parsed.txt:36
mentis,1,False,0059.JPG.parsed.txt:31
mercari,1,False,0052.JPG.parsed.txt:6
mercatorio,1,False,0007.JPG.parsed.txt:10
mercatu,2,False,0049.JPG.parsed.txt:8; 0049.JPG.parsed.txt:11
mercibus,1,False,0049.JPG.parsed.txt:5
meritorum,1,False,0060.JPG.parsed.txt:12
mianowani,1,False,0065.JPG.parsed.txt:35
miasto,1,False,0066.JPG.parsed.txt:32
miceliu,1,False,0064.JPG.parsed.txt:36
miedzy,1,True,0069.JPG.parsed.txt:14
mieronean,1,False,0062.JPG.parsed.txt:24
mieszkam,1,True,0006.JPG.parsed.txt:3
minari,1,False,0064.JPG.parsed.txt:25
minicam,1,False,0067.JPG.parsed.txt:21
minorennen,1,False,0062.JPG.parsed.txt:6
minorennis,1,False,0062.JPG.parsed.txt:19
minuendi,1,False,0056.JPG.parsed.txt:27
minuendo,1,False,0051.JPG.parsed.txt:12
minuere,1,False,0049.JPG.parsed.txt:25
miłosierne,1,True,0006.JPG.parsed.txt:9
miłosiernych,1,True,0006.JPG.parsed.txt:13
mobilium,1,False,0062.JPG.parsed.txt:10
